year,hs_eci,locationcode,complexity_harv_rank_simple,complexity_harv_rank_normed,complexity_harv_rank_common
2002,-1.0620297,VUT,203,0.878260869565217,186
2003,-0.76915723,VUT,185,0.8,168
2004,-1.0573491,VUT,202,0.873913043478261,185
2005,-0.7777907,VUT,185,0.8,169
2006,-1.1230955,VUT,206,0.887445887445887,187
2007,-1.2342782,VUT,216,0.930735930735931,198
2008,-1.450738,VUT,219,0.943722943722944,201
2009,-0.8550116,VUT,190,0.818181818181818,172
2010,-0.8401969,VUT,188,0.80952380952381,170
2011,-1.3432739,VUT,222,0.948497854077253,201
2012,-0.75901306,VUT,182,0.773504273504274,161
2013,-0.5731242,VUT,168,0.710638297872341,148
2014,-0.95575005,VUT,194,0.824786324786325,173
2015,-0.8128866,VUT,188,0.799145299145299,168
2016,-0.9385562,VUT,191,0.811965811965812,171
1995,1.1005485,WLF,24,0.105504587155963,24
1996,1.0507519,WLF,27,0.121495327102804,27
1997,0.5571165,WLF,59,0.271028037383178,57
1998,1.209405,WLF,19,0.0841121495327103,19
1999,2.097334,WLF,6,0.0232558139534884,6
2000,0.7726129,WLF,58,0.247826086956522,48
2001,1.1441677,WLF,33,0.139130434782609,27
2002,0.4763839,WLF,73,0.31304347826087,62
2003,0.85863274,WLF,48,0.204347826086957,40
2004,1.9771231,WLF,6,0.0217391304347826,6
2005,0.9630036,WLF,41,0.173913043478261,36
2006,1.3392822,WLF,22,0.0909090909090909,19
2007,1.6363492,WLF,11,0.0432900432900433,11
2008,0.6079476,WLF,70,0.298701298701299,61
2009,1.8155662,WLF,8,0.0303030303030303,8
2010,0.9918785,WLF,40,0.168831168831169,34
2011,1.0584406,WLF,40,0.167381974248927,33
2012,1.5295483,WLF,17,0.0683760683760684,15
2013,1.1451594,WLF,33,0.136170212765957,29
2014,0.6887077,WLF,69,0.290598290598291,59
2015,1.018471,WLF,42,0.175213675213675,37
2016,1.4418873,WLF,19,0.0769230769230769,18
1995,-1.0736347,WSM,193,0.880733944954129,187
1996,-1.102601,WSM,184,0.855140186915888,182
1997,-0.7517567,WSM,161,0.747663551401869,159
1998,-1.2303339,WSM,194,0.901869158878505,192
1999,-0.7934769,WSM,170,0.786046511627907,167
2000,-1.1045916,WSM,203,0.878260869565217,185
2001,-0.60087013,WSM,168,0.726086956521739,151
2002,0.18227254,WSM,109,0.469565217391304,95
2003,-0.33449417,WSM,152,0.656521739130435,135
2004,0.2569531,WSM,95,0.408695652173913,83
2005,0.4207977,WSM,80,0.343478260869565,70
2006,0.7214287,WSM,61,0.25974025974026,53
2007,0.36261982,WSM,97,0.415584415584416,84
2008,0.78767496,WSM,56,0.238095238095238,48
2009,1.647009,WSM,13,0.051948051948052,12
2010,1.3832729,WSM,22,0.0909090909090909,20
2011,1.2257545,WSM,33,0.137339055793991,27
2012,1.0002424,WSM,48,0.200854700854701,41
2013,1.2075503,WSM,27,0.11063829787234,24
2014,0.96403086,WSM,43,0.17948717948718,37
2015,0.70719695,WSM,65,0.273504273504274,56
2016,0.8025352,WSM,58,0.243589743589744,50
1995,-1.2075276,YEM,201,0.91743119266055,195
1996,-1.4240935,YEM,203,0.94392523364486,201
1997,-1.7325041,YEM,212,0.985981308411215,210
1998,-1.4669547,YEM,203,0.94392523364486,201
1999,-1.7389508,YEM,212,0.981395348837209,209
2000,-1.7560084,YEM,228,0.98695652173913,210
2001,-1.418299,YEM,223,0.965217391304348,205
2002,-1.3031038,YEM,216,0.934782608695652,199
2003,-1.6697441,YEM,225,0.973913043478261,208
2004,-1.1840235,YEM,211,0.91304347826087,194
2005,-1.3951237,YEM,217,0.939130434782609,200
2006,-1.308257,YEM,217,0.935064935064935,198
2007,-1.1470642,YEM,210,0.904761904761905,192
2008,-1.2941499,YEM,215,0.926406926406927,197
2009,-1.0939292,YEM,211,0.909090909090909,193
2010,-1.3665655,YEM,224,0.965367965367965,205
2011,-1.289742,YEM,218,0.931330472103004,197
2012,-1.2458893,YEM,219,0.931623931623932,198
2013,-1.1888465,YEM,212,0.897872340425532,190
2014,-1.6244744,YEM,230,0.978632478632479,209
2015,-1.3933977,YEM,219,0.931623931623932,198
2016,-1.1817995,YEM,213,0.905982905982906,192
1995,0.48533538,ZAF,68,0.307339449541284,63
1996,0.4442761,ZAF,69,0.317757009345794,67
1997,0.545772,ZAF,61,0.280373831775701,59
1998,0.5823486,ZAF,60,0.275700934579439,59
1999,0.4892304,ZAF,66,0.302325581395349,64
2000,0.45554978,ZAF,81,0.347826086956522,69
2001,0.2349433,ZAF,101,0.434782608695652,89
2002,0.37667957,ZAF,88,0.378260869565217,75
2003,0.39555725,ZAF,80,0.343478260869565,69
2004,0.43284595,ZAF,73,0.31304347826087,62
2005,0.45931846,ZAF,75,0.321739130434783,65
2006,0.38513127,ZAF,88,0.376623376623377,76
2007,0.28235123,ZAF,103,0.441558441558442,89
2008,0.17395061,ZAF,110,0.471861471861472,95
2009,0.33782807,ZAF,95,0.406926406926407,81
2010,0.2556399,ZAF,102,0.437229437229437,89
2011,0.15787943,ZAF,109,0.463519313304721,92
2012,0.18784036,ZAF,102,0.431623931623932,87
2013,0.24168652,ZAF,100,0.421276595744681,84
2014,0.12165972,ZAF,109,0.461538461538462,96
2015,0.10232149,ZAF,117,0.495726495726496,99
2016,0.1040022,ZAF,116,0.491452991452991,102
1995,-0.19381352,ZMB,122,0.555045871559633,116
1996,-0.32918206,ZMB,131,0.607476635514019,129
1997,-0.58589894,ZMB,146,0.677570093457944,144
1998,-0.47085622,ZMB,143,0.663551401869159,141
1999,-0.41438532,ZMB,136,0.627906976744186,133
2000,-0.5987168,ZMB,168,0.726086956521739,151
2001,-0.78829044,ZMB,183,0.791304347826087,166
2002,-0.72640514,ZMB,185,0.8,168
2003,-0.7446336,ZMB,182,0.786956521739131,165
2004,-0.8974695,ZMB,192,0.830434782608696,176
2005,-0.84016883,ZMB,193,0.834782608695652,177
2006,-0.42565256,ZMB,157,0.675324675324675,141
2007,-0.48294172,ZMB,158,0.67965367965368,142
2008,-0.7956176,ZMB,188,0.80952380952381,170
2009,-0.6729425,ZMB,177,0.761904761904762,159
2010,-0.70639294,ZMB,180,0.774891774891775,162
2011,-0.7133022,ZMB,179,0.763948497854077,159
2012,-0.9100982,ZMB,193,0.82051282051282,172
2013,-1.0917219,ZMB,204,0.863829787234043,182
2014,-0.8871706,ZMB,190,0.807692307692308,169
2015,-0.6351102,ZMB,172,0.730769230769231,152
2016,-1.1877648,ZMB,215,0.914529914529914,194
1995,-0.050637916,ZWE,112,0.509174311926605,106
1996,-0.3964941,ZWE,138,0.640186915887851,136
1997,-0.3825051,ZWE,134,0.621495327102804,132
1998,-0.42289314,ZWE,139,0.644859813084112,137
1999,-0.2742788,ZWE,129,0.595348837209302,126
2000,-0.41392186,ZWE,148,0.639130434782609,133
2001,-0.6270455,ZWE,170,0.734782608695652,153
2002,-0.28984398,ZWE,152,0.656521739130435,136
2003,-0.3861746,ZWE,157,0.678260869565217,140
2004,-0.61859876,ZWE,167,0.721739130434783,151
2005,-0.502976,ZWE,159,0.686956521739131,143
2006,-0.50020087,ZWE,164,0.705627705627706,147
2007,-0.64965236,ZWE,172,0.74025974025974,155
2008,-0.23152584,ZWE,139,0.597402597402597,122
2009,-0.7020558,ZWE,179,0.770562770562771,161
2010,-0.98376,ZWE,201,0.865800865800866,182
2011,-0.9262537,ZWE,196,0.836909871244635,175
2012,-0.81682265,ZWE,187,0.794871794871795,166
2013,-0.84006673,ZWE,187,0.791489361702128,165
2014,-0.91446614,ZWE,191,0.811965811965812,170
2015,-0.9713701,ZWE,197,0.837606837606838,177
2016,-1.2489676,ZWE,218,0.927350427350427,197
1995,1.0922296,TWN,25,0.110091743119266,25
1996,1.2359666,TWN,19,0.0841121495327103,19
1997,1.2115594,TWN,23,0.102803738317757,23
1998,1.0863507,TWN,25,0.11214953271028,25
1999,1.2664604,TWN,23,0.102325581395349,22
2000,1.3924316,TWN,16,0.0652173913043478,13
2001,1.5479708,TWN,14,0.0565217391304348,12
2002,1.5193003,TWN,13,0.0521739130434783,13
2003,1.5196803,TWN,13,0.0521739130434783,12
2004,1.487653,TWN,14,0.0565217391304348,14
2005,1.4586043,TWN,15,0.0608695652173913,14
2006,1.5448657,TWN,11,0.0432900432900433,10
2007,1.6119329,TWN,12,0.0476190476190476,12
2008,1.5230469,TWN,13,0.051948051948052,13
2009,1.5324799,TWN,18,0.0735930735930736,17
2010,1.6267174,TWN,13,0.051948051948052,13
2011,1.697872,TWN,10,0.0386266094420601,9
2012,1.6547703,TWN,11,0.0427350427350427,9
2013,1.7237929,TWN,8,0.0297872340425532,8
2014,1.8687403,TWN,5,0.0170940170940171,5
2015,1.9211764,TWN,5,0.0170940170940171,5
2016,1.8451264,TWN,7,0.0256410256410256,7
1995,0.9435519,ANS,33,0.146788990825688,32
1996,1.0323899,ANS,28,0.126168224299065,28
1997,0.9074447,ANS,38,0.172897196261682,38
1998,0.9712761,ANS,30,0.135514018691589,30
1999,1.0611352,ANS,29,0.130232558139535,28
2000,1.0080202,ANS,42,0.178260869565217,33
2001,1.0891742,ANS,37,0.156521739130435,31
2002,0.63041884,ANS,57,0.243478260869565,48
2003,0.5461406,ANS,70,0.3,60
2004,0.30587143,ANS,91,0.391304347826087,79
2005,0.46711376,ANS,73,0.31304347826087,63
2006,0.17475517,ANS,109,0.467532467532468,95
2007,0.61143565,ANS,73,0.311688311688312,63
2008,0.24575353,ANS,105,0.45021645021645,91
2009,0.8005865,ANS,58,0.246753246753247,48
2010,0.45243686,ANS,82,0.350649350649351,71
2011,0.5228566,ANS,76,0.321888412017167,65
2012,0.6392689,ANS,72,0.303418803418803,62
2013,0.67463136,ANS,71,0.297872340425532,59
2014,0.69138885,ANS,68,0.286324786324786,58
2015,0.7041729,ANS,67,0.282051282051282,58
2016,1.3153386,ANS,26,0.106837606837607,24
2000,-0.47365847,BWA,156,0.673913043478261,
2001,-0.33860904,BWA,143,0.617391304347826,
2002,-0.02829448,BWA,126,0.543478260869565,
2003,-0.2572471,BWA,143,0.617391304347826,
2004,-0.9901847,BWA,199,0.860869565217391,
2005,-0.89365596,BWA,194,0.839130434782609,
2006,-0.97707,BWA,197,0.848484848484848,
2007,-0.9898141,BWA,200,0.861471861471862,
2008,-0.18017538,BWA,134,0.575757575757576,
2009,-0.044096403,BWA,127,0.545454545454545,
2010,-0.16875039,BWA,139,0.597402597402597,
2011,-0.27074882,BWA,143,0.609442060085837,
2012,-0.14139138,BWA,129,0.547008547008547,
2013,-0.64463395,BWA,171,0.723404255319149,
2014,-0.61555517,BWA,174,0.739316239316239,
2015,-0.3309198,BWA,151,0.641025641025641,
2016,-0.81880754,BWA,182,0.773504273504274,
2000,-0.85586524,LSO,188,0.81304347826087,
2001,-1.3685029,LSO,219,0.947826086956522,
2002,-1.614695,LSO,226,0.978260869565217,
2003,-1.8221956,LSO,229,0.991304347826087,
2004,-1.7731966,LSO,229,0.991304347826087,
2005,-1.7758962,LSO,229,0.991304347826087,
2006,-1.0343456,LSO,198,0.852813852813853,
2007,-1.2539974,LSO,217,0.935064935064935,
2008,-1.4553963,LSO,221,0.952380952380952,
2009,-1.8476044,LSO,229,0.987012987012987,
2010,-0.8668221,LSO,190,0.818181818181818,
2011,-0.7603918,LSO,184,0.785407725321888,
2012,-0.68639386,LSO,177,0.752136752136752,
2013,-0.7045687,LSO,176,0.74468085106383,
2014,-0.7157529,LSO,182,0.773504273504274,
2015,-1.034845,LSO,200,0.85042735042735,
2016,-1.0370499,LSO,197,0.837606837606838,
2000,-0.27990735,NAM,139,0.6,
2001,-0.4765973,NAM,156,0.673913043478261,
2002,-0.15677994,NAM,141,0.608695652173913,
2003,-0.18681896,NAM,136,0.586956521739131,
2004,-0.37318918,NAM,153,0.660869565217391,
2005,-0.40292132,NAM,153,0.660869565217391,
2006,-0.47515965,NAM,161,0.692640692640693,
2007,-0.56279474,NAM,162,0.696969696969697,
2008,-0.2593024,NAM,143,0.614718614718615,
2009,-0.25169447,NAM,140,0.601731601731602,
2010,-0.26157072,NAM,148,0.636363636363636,
2011,-0.24029115,NAM,141,0.600858369098713,
2012,-0.09749511,NAM,127,0.538461538461538,
2013,-0.24620515,NAM,144,0.608510638297872,
2014,-0.35556635,NAM,152,0.645299145299145,
2015,-0.30774683,NAM,146,0.61965811965812,
2016,-0.50615203,NAM,162,0.688034188034188,
2000,1.1169608,PSE,35,0.147826086956522,
2001,0.6134343,PSE,64,0.273913043478261,
2002,0.37914637,PSE,85,0.365217391304348,
2003,0.6670343,PSE,59,0.252173913043478,
2004,-0.20789167,PSE,137,0.591304347826087,
2005,0.10958343,PSE,113,0.486956521739131,
2006,0.011407433,PSE,124,0.532467532467532,
2007,0.21687216,PSE,106,0.454545454545455,
2008,0.21964234,PSE,107,0.458874458874459,
2009,0.12875824,PSE,116,0.497835497835498,
2010,0.17346519,PSE,110,0.471861471861472,
2011,0.16695294,PSE,106,0.450643776824034,
2012,0.17280056,PSE,104,0.44017094017094,
2013,0.12345521,PSE,108,0.45531914893617,
2014,0.07990063,PSE,113,0.478632478632479,
2015,0.10983102,PSE,116,0.491452991452991,
2016,0.0710222,PSE,118,0.5,
2000,0.5602367,SWZ,71,0.304347826086957,
2001,1.0411321,SWZ,42,0.178260869565217,
2002,0.72352403,SWZ,53,0.226086956521739,
2003,0.70128244,SWZ,56,0.239130434782609,
2004,0.5930142,SWZ,59,0.252173913043478,
2005,0.5058354,SWZ,71,0.304347826086957,
2006,0.9746334,SWZ,45,0.19047619047619,
2007,0.90084195,SWZ,51,0.216450216450216,
2008,0.93832964,SWZ,44,0.186147186147186,
2009,0.82428545,SWZ,54,0.229437229437229,
2010,0.26046094,SWZ,101,0.432900432900433,
2011,0.20408887,SWZ,99,0.420600858369099,
2012,0.117773026,SWZ,113,0.478632478632479,
2013,0.2739414,SWZ,99,0.417021276595745,
2014,0.18039578,SWZ,102,0.431623931623932,
2015,0.31323618,SWZ,97,0.41025641025641,
2016,0.28305697,SWZ,97,0.41025641025641,
1999,1.5142616,LUX,13,0.0558139534883721,
2000,1.3522655,LUX,18,0.0739130434782609,
2001,1.4675193,LUX,18,0.0739130434782609,
2002,1.5102654,LUX,14,0.0565217391304348,
2003,1.4018711,LUX,15,0.0608695652173913,
2004,1.339838,LUX,20,0.0826086956521739,
2005,1.4161652,LUX,17,0.0695652173913044,
2006,1.4620764,LUX,16,0.0649350649350649,
2007,1.4131935,LUX,20,0.0822510822510823,
2008,1.495894,LUX,15,0.0606060606060606,
2009,1.3874232,LUX,20,0.0822510822510823,
2010,1.3540951,LUX,23,0.0952380952380952,
2011,1.26107,LUX,27,0.111587982832618,
2012,1.2361435,LUX,28,0.115384615384615,
2013,1.2039651,LUX,28,0.114893617021277,
2014,1.2857959,LUX,22,0.0897435897435897,
2015,1.2554191,LUX,26,0.106837606837607,
2016,1.3439627,LUX,24,0.0982905982905983,
2000,1.185825,ASM,32,0.134782608695652,
2001,1.3312665,ASM,24,0.1,
2002,1.1225541,ASM,31,0.130434782608696,
2003,0.9556939,ASM,42,0.178260869565217,
2004,0.97864634,ASM,39,0.165217391304348,
2005,1.3315698,ASM,19,0.0782608695652174,
2006,0.8137865,ASM,56,0.238095238095238,
2007,0.9017445,ASM,50,0.212121212121212,
2008,0.7450914,ASM,59,0.251082251082251,
2009,1.004927,ASM,45,0.19047619047619,
2010,1.100709,ASM,35,0.147186147186147,
2011,0.73477596,ASM,61,0.257510729613734,
2012,1.08833,ASM,39,0.162393162393162,
2013,0.7300411,ASM,64,0.268085106382979,
2014,0.8666343,ASM,52,0.217948717948718,
2015,0.96714365,ASM,44,0.183760683760684,
2016,0.5012522,ASM,81,0.341880341880342,
2000,1.6512805,ATA,10,0.0391304347826087,
2001,0.5650069,ATA,67,0.28695652173913,
2002,1.3376354,ATA,21,0.0869565217391304,
2003,1.187206,ATA,23,0.0956521739130435,
2004,1.1074641,ATA,33,0.139130434782609,
2005,1.460486,ATA,14,0.0565217391304348,
2006,1.6557707,ATA,8,0.0303030303030303,
2007,1.287707,ATA,27,0.112554112554113,
2008,1.1061646,ATA,35,0.147186147186147,
2009,1.6841445,ATA,12,0.0476190476190476,
2010,1.1363423,ATA,32,0.134199134199134,
2011,1.3802522,ATA,22,0.0901287553648069,
2012,1.7014014,ATA,9,0.0341880341880342,
2013,0.72000533,ATA,66,0.276595744680851,
2014,1.5625802,ATA,16,0.0641025641025641,
2015,1.5603533,ATA,15,0.0598290598290598,
2016,1.2209626,ATA,31,0.128205128205128,
2000,1.341282,BVT,19,0.0782608695652174,
2001,2.6430647,BVT,1,0,
2002,0.67498076,BVT,55,0.234782608695652,
2003,1.3690218,BVT,17,0.0695652173913044,
2004,0.94413805,BVT,41,0.173913043478261,
2005,0.7143698,BVT,53,0.226086956521739,
2006,0.9680574,BVT,47,0.199134199134199,
2007,1.0809904,BVT,36,0.151515151515152,
2008,1.3100618,BVT,23,0.0952380952380952,
2009,1.1302943,BVT,36,0.151515151515152,
2010,0.22295654,BVT,105,0.45021645021645,
2011,0.7984216,BVT,58,0.244635193133047,
2012,1.2238218,BVT,29,0.11965811965812,
2013,0.6139566,BVT,73,0.306382978723404,
2014,-0.030686734,BVT,125,0.52991452991453,
2015,0.31633738,BVT,96,0.405982905982906,
2016,1.0367877,BVT,41,0.170940170940171,
2000,-0.5749453,GUM,167,0.721739130434783,
2001,-0.43184188,GUM,150,0.647826086956522,
2002,-0.30901083,GUM,153,0.660869565217391,
2003,-0.04690938,GUM,124,0.534782608695652,
2004,0.247595,GUM,96,0.41304347826087,
2005,0.043738205,GUM,118,0.508695652173913,
2006,0.37823468,GUM,90,0.385281385281385,
2007,0.5032262,GUM,84,0.359307359307359,
2008,0.3886414,GUM,91,0.38961038961039,
2009,0.47049913,GUM,84,0.359307359307359,
2010,0.8277177,GUM,52,0.220779220779221,
2011,0.6334286,GUM,69,0.291845493562232,
2012,0.43308297,GUM,85,0.358974358974359,
2013,0.68234533,GUM,69,0.28936170212766,
2014,0.52770156,GUM,78,0.329059829059829,
2015,0.72672427,GUM,62,0.260683760683761,
2016,0.66970116,GUM,68,0.286324786324786,
2000,0.8818312,HMD,50,0.21304347826087,
2001,1.0659919,HMD,38,0.160869565217391,
2002,0.22796881,HMD,104,0.447826086956522,
2003,-0.11985438,HMD,130,0.560869565217391,
2004,0.11044986,HMD,108,0.465217391304348,
2005,-0.29741025,HMD,146,0.630434782608696,
2006,0.68471086,HMD,64,0.272727272727273,
2007,0.83613366,HMD,56,0.238095238095238,
2008,0.45392108,HMD,83,0.354978354978355,
2009,1.2624683,HMD,27,0.112554112554113,
2010,1.4217316,HMD,21,0.0865800865800866,
2011,1.2480369,HMD,29,0.120171673819742,
2012,0.75390637,HMD,65,0.273504273504274,
2013,0.93907607,HMD,45,0.187234042553192,
2014,0.88757914,HMD,50,0.209401709401709,
2015,0.6767305,HMD,68,0.286324786324786,
2016,0.825485,HMD,57,0.239316239316239,
2000,1.2172649,MYT,30,0.126086956521739,
2001,1.5827353,MYT,13,0.0521739130434783,
2002,0.75556487,MYT,51,0.217391304347826,
2003,0.9193829,MYT,44,0.18695652173913,
2004,1.0613508,MYT,36,0.152173913043478,
2005,1.2530837,MYT,21,0.0869565217391304,
2006,1.3104234,MYT,23,0.0952380952380952,
2007,1.014843,MYT,42,0.177489177489178,
2008,0.8396521,MYT,53,0.225108225108225,
2009,1.2233968,MYT,30,0.125541125541126,
2010,1.5060906,MYT,16,0.0649350649350649,
2011,0.9236721,MYT,47,0.197424892703863,
2012,0.58926505,MYT,75,0.316239316239316,
2013,0.7594026,MYT,60,0.251063829787234,
2000,3.772703,SGS,1,0,
2001,1.1772822,SGS,32,0.134782608695652,
2002,1.4095073,SGS,17,0.0695652173913044,
2003,1.9624469,SGS,6,0.0217391304347826,
2004,1.0100493,SGS,37,0.156521739130435,
2005,0.41424006,SGS,81,0.347826086956522,
2006,1.4907695,SGS,15,0.0606060606060606,
2007,0.5037378,SGS,83,0.354978354978355,
2008,0.99414515,SGS,40,0.168831168831169,
2009,0.80506784,SGS,57,0.242424242424242,
2010,1.1350499,SGS,33,0.138528138528139,
2011,1.5906487,SGS,16,0.0643776824034335,
2012,1.4509555,SGS,19,0.0769230769230769,
2013,1.2814195,SGS,23,0.0936170212765957,
2014,1.799689,SGS,7,0.0256410256410256,
2015,1.4472982,SGS,18,0.0726495726495727,
2016,0.87927824,SGS,50,0.209401709401709,
2000,1.568289,SMR,12,0.0478260869565217,
2001,1.4872056,SMR,15,0.0608695652173913,
2002,1.3177698,SMR,22,0.091304347826087,
2003,1.100381,SMR,31,0.130434782608696,
2004,1.3751377,SMR,17,0.0695652173913044,
2005,1.1303884,SMR,30,0.126086956521739,
2006,1.2674384,SMR,27,0.112554112554113,
2007,1.1322817,SMR,32,0.134199134199134,
2008,1.3666527,SMR,18,0.0735930735930736,
2009,1.144832,SMR,34,0.142857142857143,
2010,0.99176633,SMR,41,0.173160173160173,
2011,1.3492213,SMR,25,0.103004291845494,
2012,1.0418383,SMR,42,0.175213675213675,
2013,1.0797398,SMR,38,0.157446808510638,
2014,0.9934655,SMR,40,0.166666666666667,
2015,0.89777327,SMR,50,0.209401709401709,
2016,1.0804658,SMR,39,0.162393162393162,
2000,-0.08207458,UMI,123,0.530434782608696,
2001,-0.014244665,UMI,123,0.530434782608696,
2002,0.47738865,UMI,72,0.308695652173913,
2003,0.23215416,UMI,103,0.443478260869565,
2004,0.38456878,UMI,80,0.343478260869565,
2005,0.6105452,UMI,62,0.265217391304348,
2006,-0.42247692,UMI,156,0.670995670995671,
2007,0.94909334,UMI,45,0.19047619047619,
2008,1.2987849,UMI,24,0.0995670995670996,
2009,1.1296872,UMI,37,0.155844155844156,
2010,0.854391,UMI,51,0.216450216450216,
2011,1.1197149,UMI,38,0.158798283261803,
2012,0.91780365,UMI,52,0.217948717948718,
2013,1.4294895,UMI,18,0.0723404255319149,
2014,1.6665415,UMI,12,0.047008547008547,
2015,1.1880629,UMI,32,0.132478632478632,
2016,1.8216048,UMI,8,0.0299145299145299,
2000,1.2537895,VAT,25,0.104347826086957,
2001,0.59951127,VAT,65,0.278260869565217,
2002,0.9183286,VAT,43,0.182608695652174,
2003,0.8931039,VAT,46,0.195652173913043,
2004,0.5549284,VAT,63,0.269565217391304,
2005,0.86657405,VAT,49,0.208695652173913,
2006,0.48151782,VAT,78,0.333333333333333,
2007,0.8367434,VAT,55,0.233766233766234,
2008,0.4575766,VAT,82,0.350649350649351,
2009,0.35823166,VAT,94,0.402597402597403,
2010,0.9642396,VAT,43,0.181818181818182,
2011,0.27323276,VAT,96,0.407725321888412,
2012,0.6716733,VAT,69,0.290598290598291,
2013,0.9455118,VAT,44,0.182978723404255,
2014,1.067205,VAT,36,0.14957264957265,
2015,0.73253137,VAT,61,0.256410256410256,
2016,0.78973395,VAT,59,0.247863247863248,
2006,0.5239798,SRB,73,0.311688311688312,
2007,0.56090283,SRB,80,0.341991341991342,
2008,0.57218313,SRB,75,0.32034632034632,
2009,0.47444978,SRB,83,0.354978354978355,
2010,0.4784627,SRB,79,0.337662337662338,
2011,0.42898083,SRB,82,0.347639484978541,
2012,0.46412516,SRB,83,0.35042735042735,
2013,0.4990898,SRB,82,0.34468085106383,
2014,0.4440325,SRB,85,0.358974358974359,
2015,0.40938464,SRB,87,0.367521367521368,
2016,0.4829095,SRB,85,0.358974358974359,
2006,0.20617041,MNE,103,0.441558441558442,
2007,0.31895822,MNE,98,0.41991341991342,
2008,0.34817812,MNE,95,0.406926406926407,
